ANO,CNPJ_CIA,SETOR_ATIV,Receitas,VAB,VALP,VATD,Distribuição,Pessoal,Governo,RCT,RCP,Outros,Dist_Relat
2014,11.102.250/0001-59,Construção Civil Mat. Constr. e Decoração,790023,273159,263044,277899,277899,79929,112541,57874,26895,660,0.292609798688676
2023,61.585.865/0001-51,Comércio (Atacado e Varejo),35652998,11702674,10041327,10452908,10452908,3422448,4425984,1517333,1087143,0,0.292450084484965
2012,60.770.336/0001-65,Bancos,1263411,233630,232726,232882,232882,68311,60429,7230,96912,0,0.292389675983393
2016,92.791.243/0001-03,Embalagens,1099289,535688,438280,478212,478212,156575,146387,158981,16269,0,0.292287674915249
2018,05.341.549/0001-63,Intermediação Financeira,129493,119847,119800,126784,126784,35008,35597,0,56179,0,0.292105768187773
2021,61.585.865/0001-51,Comércio (Atacado e Varejo),25363010,8256046,6963674,7071426,7071426,2411632,3272505,623156,764133,0,0.292104961624487
2020,92.791.243/0001-03,Embalagens,1339135,615844,556982,585235,585235,179891,199752,90675,104832,10085,0.292104818752801
2020,84.683.671/0001-94,Metalurgia e Siderurgia,236940,143782,139385,139574,139574,41996,52524,20190,24864,0,0.292081067171134
2015,02.860.694/0001-62,Brinquedos e Lazer,620817,142580,131307,154723,154723,41632,79392,12811,20888,0,0.291990461495301
2020,14.998.371/0001-19,Alimentos,2123423,620827,562232,619316,619316,181252,224535,111067,102462,0,0.291952508508812
2023,42.278.291/0001-24,Serviços Transporte e Logística,2984231,1293766,1066112,1251344,1251344,377667,358881,454624,60172,0,0.291912911608436
2019,90.441.460/0001-48,Construção Civil Mat. Constr. e Decoração,193968,78833,70083,77908,77908,23012,34569,2343,17984,0,0.291908211028376
2023,88.610.126/0001-29,Máquinas Equipamentos Veículos e Peças,4415343,1748216,1623521,2044367,2044367,510284,691280,454071,388732,0,0.291888416534341
2020,23.438.929/0001-00,Telecomunicações,466203,327943,233933,249179,249179,95722,116379,43160,-6082,0,0.291886089960755
2010,90.400.888/0001-42,Bancos,40060758,18565730,14214594,14216374,14216374,5418583,4400445,464839,3932507,0,0.29185940978351
2017,61.585.865/0001-51,Comércio (Atacado e Varejo),13712676,4653270,4315356,4414900,4414900,1357859,1812447,731941,512653,0,0.291807481620452
2019,13.217.485/0001-11,Comércio (Atacado e Varejo),3193065,1398767,1182609,1827748,1827748,407939,555376,387067,309727,167639,0.291641853146378
2018,75.315.333/0001-09,Comércio (Atacado e Varejo),59669000,10704000,9930000,10142000,10142000,3121000,4296000,862000,1863000,0,0.291573243647235
2014,83.475.913/0001-91,Construção Civil Mat. Constr. e Decoração,1232297,602900,577646,658006,658006,175355,276383,112784,93484,0,0.290852546027534
2021,14.882.295/0001-81,Petróleo e Gás,1683841,1398363,936147,1472119,1472119,406346,132778,760194,172801,0,0.290586921993788
2013,61.067.161/0001-97,Comércio (Atacado e Varejo),690015,393609,349718,358702,358702,114340,204437,33068,6857,0,0.290491325147545
2016,09.054.385/0001-44,Têxtil e Vestuário,1052211,474338,420086,433319,433319,137772,198605,193577,-96635,0,0.290451112919479
2023,67.620.377/0001-14,Alimentos,29372364,4302524,3790098,4177059,4177059,1249526,436925,2095075,395533,0,0.290416973850698
2019,92.715.812/0001-31,Energia Elétrica,1358854,1064388,967974,1195628,1195628,309091,304899,192277,389361,0,0.290393164898514
2023,59.418.806/0001-47,Têxtil e Vestuário,862767,454553,443542,452508,452508,131943,152788,53367,114410,0,0.290269781521627
2011,02.351.144/0001-18,Serviços Transporte e Logística,1796325,663671,640030,697912,697912,192373,267504,138963,99072,0,0.289861994873966
2009,00.000.000/0001-91,Bancos,82669053,40717287,37543871,36549422,36549422,11799456,10755978,509728,13484260,0,0.289789837913317
2020,61.065.298/0001-02,Metalurgia e Siderurgia,749381,381110,362052,387424,387424,110319,120613,187472,-30980,0,0.289467607777282
2016,92.012.467/0001-70,Comércio (Atacado e Varejo),526726.06,247225.97,234729.79,293022.5,293022.5,71553.59,129337.49,28119.7,64011.72,0,0.289425864119372
2019,02.193.750/0001-52,Petroquímicos e Borracha,1030843,268247,249097,269082,269082,77628,123703,45662,22089,0,0.289390002497698
2016,45.453.214/0001-51,Comércio (Atacado e Varejo),4620557,925420,905918,958571,958571,267499,573408,166627,-48963,0,0.289056860668669
2018,08.560.444/0001-93,Energia Elétrica,240665,154994,153789,179455,179455,44780,69272,2897,62506,0,0.288914409590049
2014,61.067.161/0001-97,Comércio (Atacado e Varejo),760816,435355,388683,399774,399774,125773,225652,31158,17191,0,0.288897566353895
2013,87.456.562/0001-22,Alimentos,1075779,210142,200830,241777,241777,60701,94276,62591,24209,0,0.288857058560402
2018,24.396.489/0001-20,Saneamento Serv. Água e Gás,2525.75,1386.07,1191.45,1286.11,1286.11,400.36,387.02,432.94,65.78,0,0.288845440706458
2021,59.418.806/0001-47,Têxtil e Vestuário,554922,269206,266113,272732,272732,77743,88219,29623,77147,0,0.288786282623716
2009,92.012.467/0001-70,Comércio (Atacado e Varejo),2983394.78,1412762.28,1351337.79,1476111.47,1476111.47,407913.36,681883.21,105874.78,280440.12,0,0.288734605796525
2009,49.669.856/0001-43,Comércio (Atacado e Varejo),356225,226136,208726,212953,212953,65261,103809,37240,6643,0,0.288591820851169
2018,15.141.799/0001-03,Metalurgia e Siderurgia,1795677,993787,846615,895535,895535,286629,213861,85857,309188,0,0.288420959420882
2016,71.673.990/0001-77,Farmacêutico e Higiene,11119433,4607136,4346365,5419653,5419653,1327437,2009371,1774607,308238,0,0.288126289304245
2018,58.430.828/0001-60,Farmacêutico e Higiene,826353,359851,350010,370046,370046,103645,94615,48532,123254,0,0.288021986877902
2011,16.404.287/0001-55,Papel e Celulose,6079913,1917454,1287599,1812818,1812818,552238,-171056,1401745,29891,0,0.288005866112042
2015,87.456.562/0001-22,Alimentos,1142218,266995,254165,334775,334775,76880,106257,121733,29905,0,0.28794546714358
2017,33.042.730/0001-04,Metalurgia e Siderurgia,21945416,7748912,6295577,6834321,6834321,2230733,1576352,2916007,111229,0,0.28787693033551
2013,60.770.336/0001-65,Bancos,1276118,230733,229854,229845,229845,66386,66499,5853,91107,0,0.28771783836729
2022,43.470.988/0001-65,Construção Civil Mat. Constr. e Decoração,2372245,268352,259231,426291,426291,77191,110504,43564,195032,0,0.287648312663964
2010,81.243.735/0001-48,Comunicação e Informática,2615015,660109,639163,668413,668413,189868,324810,64539,89196,0,0.287631285136243
2022,09.347.516/0001-81,Comunicação e Informática,871998,413680,296427,342183,342183,118953,42141,136668,51410,-6989,0.287548346548056
2010,61.532.644/0001-15,Intermediação Financeira,44649000,15547000,14325000,14486000,14486000,4465000,5300000,304000,4417000,0,0.287193670804657
2012,56.643.018/0001-66,Construção Civil Mat. Constr. e Decoração,1196288,555833,455889,580316,580316,159627,200041,132269,88379,0,0.287185179721247
2010,17.281.106/0001-03,Saneamento Serv. Água e Gás,2922844,2244699,1922402,2037514,2037514,644514,572568,150656,669776,0,0.287127138204276
2023,24.990.777/0001-09,Comércio (Atacado e Varejo),30351832,7530016,7176624,7418621,7418621,2160777,3239109,784097,13782,1220856,0.286955167160335
2022,92.012.467/0001-70,Comércio (Atacado e Varejo),902196,429480,382376,451629,451629,123147,170620,38791,119071,0,0.28673512154233
2023,97.837.181/0001-47,Construção Civil Mat. Constr. e Decoração,9227353,4070968,2905400,3728185,3728185,1166894,688726,1061295,811270,0,0.286637969151317
2011,03.758.318/0001-24,Serviços Transporte e Logística,1550391,643148,470623,589437,589437,184199,94597,370268,-59627,0,0.286402196695006
2010,19.443.985/0001-58,Petroquímicos e Borracha,2930696,888307,519848,583975,583975,254126,166774,63765,99310,0,0.286079024481401
2019,09.053.134/0001-45,Serviços Médicos,1998746,215655,190525,243244,243244,61688,67451,57175,0,56930,0.28604947717419
2012,15.115.504/0001-24,Petroquímicos e Borracha,551005,290265,247253,251467,251467,83024,106832,11493,0,50118,0.286028284498648
2020,31.553.627/0001-01,Comércio (Atacado e Varejo),698825,164289,138525,145239,145239,46982,103436,35077,-40256,0,0.28597167187091
2021,06.981.381/0001-13,Agricultura (Açúcar Álcool e Cana),376291,298806,270595,282994,282994,85410,80764,8422,108398,0,0.285837633782454
2019,64.904.295/0001-03,Alimentos,5318594,1295647,1194231,1395548,1395548,370222,418447,244492,362387,0,0.285742953134612
2015,01.545.826/0001-07,Construção Civil Mat. Constr. e Decoração,2485290,756704,709284,875181,875181,216177,242941,341614,74449,0,0.285682380428807
2009,16.404.287/0001-55,Papel e Celulose,4745820,1615743,1094589,1219610,1219610,461578,321950,-510439,946521,0,0.285675382780554
2018,09.054.385/0001-44,Têxtil e Vestuário,808353,418704,364917,371397,371397,119564,144870,134034,-27071,0,0.285557338836027
2013,33.039.223/0001-11,Construção Civil Mat. Constr. e Decoração,535509,187616,176564,197212,197212,53566,41899,121487,-19740,0,0.285508698618455
2011,56.643.018/0001-66,Construção Civil Mat. Constr. e Decoração,1191829,526211,430793,530828,530828,150141,171747,120763,88177,0,0.285324708149393
2021,10.452.416/0001-02,Sem Setor Principal,41494,19666,19496,20309,20309,5611,3964,2611,8123,0,0.285314756432421
2009,56.806.656/0001-50,Petroquímicos e Borracha,1455933,176416,123875,306870,306870,50319,86073,181946,-11468,0,0.285229230908761
2010,07.857.850/0001-50,Bolsas de Valores/Mercadorias e Futuros,5245271,1085878,840373,1040142,1040142,309639,77670,681511,-28678,0,0.2851508180477
2021,59.285.411/0001-13,Bancos,7387090,2399634,2314504,2314504,2314504,683468,782783,120777,727476,0,0.284821768653053
2014,97.837.181/0001-47,Construção Civil Mat. Constr. e Decoração,5205323,2570695,1963247,2106557,2106557,731746,665353,315898,393560,0,0.284649092949572
2021,75.315.333/0001-09,Comércio (Atacado e Varejo),86077000,14096000,12873000,14011000,14011000,4011000,4532000,2102000,3366000,0,0.284548808172531
2023,84.684.455/0001-63,Construção Civil Mat. Constr. e Decoração,5849682,2380728,2241013,2743934,2743934,677353,1039879,754172,272530,0,0.284515072700451
2019,06.164.253/0001-87,Serviços Transporte e Logística,14746334,6819944,5091962,5481602,5481602,1939791,1196778,2165695,179338,0,0.284429168333347
2010,08.613.550/0001-98,Construção Civil Mat. Constr. e Decoração,363569,261971,252481,260561,260561,74489,91307,18162,76603,0,0.284340633123514
2020,02.302.101/0001-42,Energia Elétrica,516912,345036,339037,472200,472200,98077,164257,11381,198485,0,0.28425149839437
2012,08.613.550/0001-98,Construção Civil Mat. Constr. e Decoração,417931,289773,223411,307676,307676,82314,99516,30485,95361,0,0.284063732645899
2013,92.012.467/0001-70,Comércio (Atacado e Varejo),471722.35,210388.01,200196.6,226301.74,226301.74,59732.85,94323.37,21812.32,50433.21,0,0.283917557849423
2012,33.228.024/0001-51,Máquinas Equipamentos Veículos e Peças,959951,243327,239386,255873,255873,69080,142373,9838,34582,0,0.283897800079728
2010,31.895.683/0001-16,Bancos,265103,119508,118446,123670,123670,33925,31947,2646,55152,0,0.28387220939184
2018,45.242.914/0001-05,Têxtil e Vestuário,6609245,2476791,2271567,2457756,2457756,702633,801683,779804,173636,0,0.283686835102356
2022,61.065.298/0001-02,Metalurgia e Siderurgia,1240488,488383,468663,508378,508378,138506,25088,86060,258724,0,0.283601190049613
2020,51.466.860/0001-56,Agricultura (Açúcar Álcool e Cana),5249613,3086951,1837034,2668887,2668887,875077,272126,882674,639010,0,0.283476154950305
2018,13.217.485/0001-11,Comércio (Atacado e Varejo),2844843,1250654,1169888,1239627,1239627,354449,348745,369040,148748,18645,0.283410919406966
2012,92.012.467/0001-70,Comércio (Atacado e Varejo),405045.46,184535.11,175996.58,201574.31,201574.31,52223.51,89366.12,22108.27,37876.41,0,0.283000400303227
2019,92.781.335/0001-02,Máquinas Equipamentos Veículos e Peças,1234964,487094,464719,496973,496973,137798,197549,118200,0,43426,0.282898167499497
2020,14.110.585/0001-07,Comunicação e Informática,139519,55436,53667,55012,55012,15673,18081,1628,19630,0,0.282722418644924
2019,09.813.204/0001-16,Comércio (Atacado e Varejo),340013,119549,108094,114885,114885,33793,91691,-3050,-7549,0,0.282670704062769
2013,33.228.024/0001-51,Máquinas Equipamentos Veículos e Peças,1278763,261688,257510,270923,270923,73959,165372,12230,19362,0,0.282622818012289
2017,33.958.695/0001-78,Petroquímicos e Borracha,3722034,1337268,1193985,1323198,1323198,377869,389716,249349,306264,0,0.282567892150265
2022,16.234.171/0001-15,Petroquímicos e Borracha,437224,67769,67769,72229,72229,19127,27572,3314,22216,0,0.28223819150349
2018,47.960.950/0001-21,Comércio (Atacado e Varejo),18096614,4809431,4645741,4837427,4837427,1356657,2088429,794912,597429,0,0.282082641376911
2020,45.242.914/0001-05,Têxtil e Vestuário,5431835,2397442,1872495,2048307,2048307,676267,1189013,349359,-166332,0,0.282078565404293
2020,47.960.950/0001-21,Comércio (Atacado e Varejo),34684068,7384601,6682078,6985375,6985375,2083011,3830209,680446,391709,0,0.282074955708508
2017,61.067.161/0001-97,Comércio (Atacado e Varejo),936844,587940,556042,585197,585197,165762,308173,53753,57509,0,0.281936932340035
2014,60.872.504/0001-23,Bancos,150856000,54061000,51593000,52158000,52158000,15238000,13843000,1216000,21861000,0,0.281866780118755
2023,23.438.929/0001-00,Telecomunicações,781182,430062,228131,244366,244366,121208,124874,155650,-157366,0,0.281838432598091
2021,01.027.058/0001-91,Intermediação Financeira,12793954,3812360,2706248,3437340,3437340,1073100,1874503,806776,-317039,0,0.28147918874398
2020,19.796.586/0001-70,Telecomunicações,525542,410246,322628,389044,389044,115389,126736,117796,29123,0,0.281267824671051
2010,83.475.913/0001-91,Construção Civil Mat. Constr. e Decoração,648896,316417,299655,327323,327323,88874,143885,62260,32304,0,0.280876185539968
2021,08.764.621/0001-53,Comércio (Atacado e Varejo),152138,65661,62625,489122,489122,18442,20500,706650,-256470,0,0.280866876837087
2022,97.837.181/0001-47,Construção Civil Mat. Constr. e Decoração,10494483,4057691,3212246,3651230,3651230,1139192,831529,915587,764922,0,0.280748829814789
2018,02.351.144/0001-18,Serviços Transporte e Logística,1464183,499061,469771,494858,494858,140085,174216,72308,108249,0,0.280697149246285
2021,92.012.467/0001-70,Comércio (Atacado e Varejo),856340,424368,387279,487504,487504,119046,157800,35882,174776,0,0.280525393055084
2022,59.418.806/0001-47,Têxtil e Vestuário,724545,369767,363296,373559,373559,103726,129856,43517,96460,0,0.280517190555133
2016,60.872.504/0001-23,Bancos,193150000,72469000,69475000,70003000,70003000,20321000,24620000,1480000,23582000,0,0.28040955443017
2022,39.881.421/0001-04,Energia Elétrica,406313,217583,34203,209824,209824,60994,125892,37177,-14239,0,0.280325209230501
2022,06.981.381/0001-13,Agricultura (Açúcar Álcool e Cana),453666,354792,322614,347528,347528,99454,107726,6344,134004,0,0.280316354371012
2017,00.776.574/0001-56,Comércio (Atacado e Varejo),8717140,1396956,1061528,1562489,1562489,391382,94344,1488513,-411750,0,0.280167736134853
2018,92.012.467/0001-70,Comércio (Atacado e Varejo),627053.29,297356.11,284128.56,327076.36,327076.36,83194.04,154812.76,35304.28,53765.28,0,0.279779150998444
2018,90.400.888/0001-42,Bancos,65035711,29259508,27519549,27585507,27585507,8185896,5813381,786312,12799918,0,0.279768750725405
2017,92.012.467/0001-70,Comércio (Atacado e Varejo),578801.19,272001.99,259604.45,308239.22,308239.22,76088.46,137075.04,33675.28,61400.43,0,0.279734938703941
2022,07.415.333/0001-20,Serviços Transporte e Logística,26928028,11769549,9883272,11115124,11115124,3291385,1405161,5477871,940707,0,0.279652601811675
2011,33.256.439/0001-39,Petróleo e Gás,49906732,3586461,2996216,3381464,3381464,1001871,851376,673431,854786,0,0.279348081576797
2009,86.047.198/0001-84,Têxtil e Vestuário,144194,66071,61951,66563,66563,18446,24711,9221,14185,0,0.279184513629278
2023,10.739.356/0001-03,Bancos,435604,360637,353910,354373,354373,100665,94819,3805,155084,0,0.279131093038152
2018,14.882.295/0001-81,Petróleo e Gás,1030994,883356,682209,788256,788256,246497,91990,808823,-359054,0,0.2790460471203
2013,83.475.913/0001-91,Construção Civil Mat. Constr. e Decoração,1045234,526182,507648,566820,566820,146791,242611,86907,90511,0,0.27897381514381
2023,11.421.994/0001-36,Saneamento Serv. Água e Gás,954133,651667,484144,581323,581323,181495,133606,216055,50167,0,0.278508808946901
2016,92.693.019/0001-89,Metalurgia e Siderurgia,924446,131797,123626,156064,156064,36674,64723,39878,14789,0,0.278261265430928
2018,97.837.181/0001-47,Construção Civil Mat. Constr. e Decoração,6793479,2792210,1978890,2101410,2101410,776924,620527,272163,431796,0,0.27824697999076
2021,23.438.929/0001-00,Telecomunicações,565626,397532,267327,274126,274126,110559,141679,49643,-27755,0,0.278113460048499
2023,40.159.947/0001-64,Sem Setor Principal,1259063,895551,716773,752878,752878,248885,121931,307856,74206,0,0.27791270402244
2020,61.409.892/0001-73,Extração Mineral,6895392,2711355,2253882,1621601,1621601,753414,1085975,662072,-879860,0,0.277873609320801
2018,61.189.288/0001-89,Comércio (Atacado e Varejo),3821998,1714564,1576658,1983155,1983155,476391,1117561,360840,28363,0,0.277849645740841
2011,16.590.234/0001-76,Têxtil e Vestuário,835405,277301,273243,297558,297558,77029,102990,25926,91613,0,0.277781183623572
2018,60.894.730/0001-05,Metalurgia e Siderurgia,17829112,3774053,2744518,4206661,4206661,1048119,1191719,1138128,828695,0,0.277717085584119
2014,11.284.204/0001-18,Construção Civil Mat. Constr. e Decoração,323.8,110.9,106.42,118.06,118.06,30.79,20.68,25.72,40.87,0,0.277637511271416
2011,22.266.175/0001-88,Petroquímicos e Borracha,4807334,492059,446110,675523,675523,136612,93725,381295,63891,0,0.277633373233698
2012,50.564.053/0001-03,Farmacêutico e Higiene,1308167,466664,443840,520573,520573,129520,257811,156950,-23708,0,0.277544443111104
2015,02.193.750/0001-52,Petroquímicos e Borracha,506206,127266,119051,144026,144026,35284,73622,91233,-56113,0,0.277246083007245
2022,02.762.121/0001-04,Serviços Transporte e Logística,2211643,1551711,1344568,1483077,1483077,429858,443858,179911,416514,12936,0.277021945452472
2021,00.776.574/0001-56,Comércio (Atacado e Varejo),26861865,4918233,3617941,4157811,4157811,1361345,773800,1478871,543795,0,0.276795548319895
2010,56.806.656/0001-50,Petroquímicos e Borracha,1856990,179763,130402,151493,151493,49750,17881,91674,-7812,0,0.276753280708488
2017,58.430.828/0001-60,Farmacêutico e Higiene,656434,314866,305914,316494,316494,87121,85197,41048,103128,0,0.276692307203699
2016,28.195.667/0001-06,Bancos,938187,938187,938187,938187,938187,259490,286981,0,391716,0,0.276586650635747
2022,13.584.310/0001-42,Construção Civil Mat. Constr. e Decoração,167929,34306,34244,36176,36176,9487,6402,17136,3151,0,0.276540546843118
2020,82.901.000/0001-27,Comércio (Atacado e Varejo),2616680,1048484,1025073,1323527,1323527,289881,333330,372360,327956,0,0.27647632200396
2022,59.717.553/0001-02,Comunicação e Informática,5680347,1616799,1558547,2214984,2214984,446868,833521,844628,89967,0,0.276390571740829
2019,96.298.013/0001-68,Construção Civil Mat. Constr. e Decoração,588531,165348,162339,179648,179648,45650,21708,711,111579,0,0.276084379611486
2019,92.791.243/0001-03,Embalagens,1438658,693412,579198,663162,663162,191085,166716,350511,-45150,0,0.275572098550357
2011,07.450.604/0001-89,Bancos,2744636,709216,694923,694981,694981,195268,144746,20996,333971,0,0.275329377791815
2021,18.572.225/0001-88,Serviços Transporte e Logística,269.51,138.13,92.44,120.89,120.89,38.02,-8.66,167.87,-76.34,0,0.275247954825165
2012,43.470.988/0001-65,Construção Civil Mat. Constr. e Decoração,2220787,590367,579791,642847,642847,162181,132986,77116,270564,0,0.274712170565089
2021,88.610.191/0001-54,Têxtil e Vestuário,937933,325750,311297,344976,344976,89482,147625,680510,-572641,0,0.274695318495779
2016,82.641.325/0001-18,Têxtil e Vestuário,867499,335331,313607,322023,322023,92097,137975,83758,8193,0,0.274645052202153
2022,24.230.275/0001-80,Construção Civil Mat. Constr. e Decoração,1492205,294636,272330,300678,300678,80911,66458,24726,128583,0,0.27461342130629
2013,09.400.937/0001-29,Sem Setor Principal,311205,208601,135979,154730,154730,57222,44234,34676,18598,0,0.274313162448886
2019,02.357.251/0001-53,Máquinas Equipamentos Veículos e Peças,156298,101263,91360,92305,92305,27770,10819,35441,18275,0,0.274236394339492
2020,33.256.439/0001-39,Petróleo e Gás,85704851,7168997,5886151,6481173,6481173,1965227,2959368,628881,927697,0,0.274128584514682
2021,40.159.947/0001-64,Sem Setor Principal,136620,130551,213886,215917,215917,35734,7644,96602,75937,0,0.273716785011222
2011,43.776.517/0001-80,Saneamento Serv. Água e Gás,10505441,6037420,5267621,5719147,5719147,1652281,1467286,1376161,1223419,0,0.273673357162497
2018,64.904.295/0001-03,Alimentos,5274499,1296492,1206279,1311100,1311100,354648,496111,209676,250665,0,0.273544302625855
2022,01.637.895/0001-32,Construção Civil Mat. Constr. e Decoração,30109824,12369944,10523089,12388278,12388278,3381112,4642669,3135517,1145454,83526,0.273332846130912
2015,73.178.600/0001-18,Construção Civil Mat. Constr. e Decoração,4465604,1099930,1015213,1428499,1428499,300188,221870,313288,593153,0,0.272915549171311
2019,45.453.214/0001-51,Comércio (Atacado e Varejo),5528150,1213402,1084054,1140350,1140350,331143,722904,74325,11978,0,0.272904610343481
2021,97.191.902/0001-94,Alimentos,776074,306380,298025,357328,357328,83608,118244,59381,96095,0,0.272889875318232
2011,92.791.243/0001-03,Embalagens,621667,279262,238063,278034,278034,76193,69413,117823,9354,5251,0.272836977462025
2023,13.584.310/0001-42,Construção Civil Mat. Constr. e Decoração,284310,56188,56119,57235,57235,15330,-471,19730,22646,0,0.272834057094041
2012,87.456.562/0001-22,Alimentos,1018594,208535,198960,234970,234970,56867,91387,48159,38557,0,0.272697628695423
2021,13.217.485/0001-11,Comércio (Atacado e Varejo),6405085,2127535,1811804,2000859,2000859,578797,319106,605125,497831,0,0.272050518557862
2019,05.799.312/0001-20,Agricultura (Açúcar Álcool e Cana),1132857,246730,194802,238243,238243,67106,14978,290878,-134719,0,0.271981518258825
2021,82.982.075/0001-80,Têxtil e Vestuário,215416,127048,122604,125251,125251,34532,53742,54822,-21790,3945,0.27180278320005
2019,85.778.074/0001-06,Máquinas Equipamentos Veículos e Peças,230170,143816,138532,138845,138845,39062,73501,8978,17304,0,0.271610947321578
2023,06.164.253/0001-87,Serviços Transporte e Logística,19928507,7864821,6197562,4820091,4820091,2136125,811518,3094707,-1222259,0,0.271605037164864
2015,71.673.990/0001-77,Farmacêutico e Higiene,10958857,4584440,4345243,6272471,6272471,1244978,2148891,2355870,522732,0,0.271565992793013
2020,92.012.467/0001-70,Comércio (Atacado e Varejo),615639.01,313425.86,273016.06,311113.17,311113.17,85084.92,135808.54,19222.45,70997.26,0,0.271467453259919
2016,08.312.229/0001-73,Construção Civil Mat. Constr. e Decoração,599669,238741,231576,369202,369202,64767,51611,20542,232282,0,0.271285619143758
2023,07.415.333/0001-20,Serviços Transporte e Logística,35801277,15464556,12360603,13503432,13503432,4194475,2830638,7130169,-651850,0,0.271231518059749
2019,60.894.730/0001-05,Metalurgia e Siderurgia,19268269,4132116,3140331,3974228,3974228,1120390,1269142,1208005,376691,0,0.271141952452448
2010,02.762.121/0001-04,Serviços Transporte e Logística,955631,639150,538689,662492,662492,173281,211197,166785,111229,0,0.271111632637096
2009,71.208.516/0001-74,Telecomunicações,1813316,1182284,1033861,1075341,1075341,320419,519948,159751,78693,-3470,0.271016946858792
2021,10.739.356/0001-03,Bancos,343834,311117,309680,309787,309787,84285,85079,1763,138660,0,0.270910943471427
2017,07.594.978/0001-78,Brinquedos e Lazer,857850,550168,430986,476397,476397,148945,108069,230972,-11589,0,0.270726396300766
2021,08.312.229/0001-73,Construção Civil Mat. Constr. e Decoração,983341,322743,317911,582013,582013,87346,23438,19092,452137,0,0.270636388705565
2020,35.502.310/0001-99,Serviços Transporte e Logística,895923,557064,396337,406759,406759,150666,108178,77502,70413,0,0.27046443496618
2013,08.613.550/0001-98,Construção Civil Mat. Constr. e Decoração,408742,288809,265264,311133,311133,78100,96535,40695,95803,0,0.270420935635662
2019,23.438.929/0001-00,Telecomunicações,393278,281459,205429,213121,213121,76055,94030,34496,8540,0,0.2702169765401
2018,42.278.473/0001-03,Seguradoras e Corretoras,782624,706182,499577,502265,502265,190714,92074,35082,184395,0,0.270063524700431
2015,08.493.364/0001-62,Agricultura (Açúcar Álcool e Cana),505801,320291,223391,236508,236508,86481,26241,117749,6037,0,0.270007586850708
2013,60.651.809/0001-05,Papel e Celulose,8433456,2692012,1802392,2421214,2421214,726615,-201018,2104376,-208759,0,0.269915215831133
2014,92.012.467/0001-70,Comércio (Atacado e Varejo),547892.4,247639.19,234536.67,267094.79,267094.79,66740.35,113413.47,27477.8,59463.17,0,0.269506413746548
2022,92.693.019/0001-89,Metalurgia e Siderurgia,3077180,234494,223252,336095,336095,63181,89133,128088,55693,0,0.269435465299752
2017,08.070.508/0001-78,Agricultura (Açúcar Álcool e Cana),12913566,6055790,4236999,5571485,5571485,1629195,1169461,1368250,1404579,0,0.269030960452724
2021,92.754.738/0001-62,Comércio (Atacado e Varejo),13225462,6017118,5101048,5495478,5495478,1617548,2408070,836748,633112,0,0.268824377384655
2009,60.746.948/0001-12,Bancos,60232650,23765677,22249148,22978015,22978015,6388671,7745061,543440,8300843,0,0.268819230354768
2023,01.637.895/0001-32,Construção Civil Mat. Constr. e Decoração,31135567,14036534,12167920,13877835,13877835,3772104,4788062,2738400,2617880,-38611,0.268734717559192
2021,60.746.948/0001-12,Bancos,136160391,65197751,59424851,59846355,59846355,17488608,18825105,151838,23380804,0,0.268239436664004
2010,03.601.314/0001-38,Sem Setor Principal,1356467,667021,588502,1393278,1393278,178806,313637,346249,554586,0,0.268066522643215
2021,09.146.451/0001-06,Construção Civil Mat. Constr. e Decoração,500650,108176,107178,162550,162550,28976,35360,20767,77447,0,0.267859784055613
2016,89.637.490/0001-45,Papel e Celulose,8965279,4666777,3243665,4010921,4010921,1249763,1378066,-1098854,2481946,0,0.267800025585109
2013,02.762.121/0001-04,Serviços Transporte e Logística,1527417,1051733,916154,959519,959519,281517,297860,125082,255060,0,0.267669646193473
2014,61.189.288/0001-89,Comércio (Atacado e Varejo),4226036,1727402,1536830,1597114,1597114,461676,688908,395448,51082,0,0.267266102505381
2013,16.590.234/0001-76,Têxtil e Vestuário,1182276,402275,391305,416554,416554,107482,146690,51827,110555,0,0.267185383133429
2017,10.760.260/0001-19,Hospedagem e Turismo,1258670,1063778,991571,1035864,1035864,284002,236147,278282,146476,90957,0.26697487633698
2023,33.839.910/0001-11,Comércio (Atacado e Varejo),2890858.3,1761036.2,1626951.28,1667712.14,1667712.14,469529.26,720229.04,108709.29,369244.55,0,0.26662101551348
2014,16.590.234/0001-76,Têxtil e Vestuário,1302789,436592,423362,451236,451236,116371,166246,55867,112752,0,0.266544050280353
2009,02.351.144/0001-18,Serviços Transporte e Logística,1265046,459471,417794,427143,427143,122449,180536,47666,76492,0,0.266499953207058
2012,05.341.549/0001-63,Intermediação Financeira,100150,84677,84174,90152,90152,22563,26901,0,32519,8169,0.26645960532376
2010,50.564.053/0001-03,Farmacêutico e Higiene,1079414,384021,360685,389664,389664,102279,202749,56334,28302,0,0.266336997195466
2022,00.001.180/0001-26,Energia Elétrica,43148577,23636269,20658352,27062792,27062792,6283251,5698127,9050578,3638382,2392454,0.265830914346084
2012,33.256.439/0001-39,Petróleo e Gás,55168197,4097463,3389448,3679258,3679258,1088972,1025367,547055,1017864,0,0.265767378497378
2010,02.193.750/0001-52,Petroquímicos e Borracha,713060,226125,198839,219134,219134,60001,103476,75013,-19356,0,0.265344389165285
2009,02.762.113/0001-50,Crédito Imobiliário,171838,132863,132215,132215,132215,35251,39627,4971,52366,0,0.265318410693722
